sl,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Y
209,0.19510397314288802,0.6294040061022004,0.13187381312115198,0.8187639503474419,,,0.8708227703666389,-0.80452663,,1.5434928560145533,0.34646937399212474
210,0.2566587307122617,-1.714485895,-0.713819497,,-0.279676831,-0.512061419,1.4008818603129667,-1.047287146,-0.798153358,0.21138647504826755,-1.828757262
211,,,,,0.48938393893840915,,0.062698303,0.10753418005363442,0.21509813581903608,0.7725398075827608,-0.99620725
212,,,,,-0.028017785,0.19318157981319836,2.206525307140402,-0.523772779,,1.0684620672442982,0.41086791879879436
213,,2.337845119172165,-0.378039292,0.32408922232004705,-0.798805745,-0.351524735,0.2489339103966579,0.8463040623077297,,1.259114849334736,1.6297342477603602
214,,-0.33216853,2.7039851072793866,0.39423764944203077,-0.719481546,-0.694263762,-0.942679915,,-0.364377293,0.12736247565648562,0.044475833
215,,0.7314924079409346,-0.846744093,-1.075572286,,0.600959285,0.33253231309764075,-0.809453729,0.6774848420913938,-0.743860927,-0.179023551
216,-0.521538645,-0.943953525,1.3011583486520308,0.6334215410273492,0.6049933756788733,,2.8126492482387233,-1.709226104,-0.738376581,-0.616175084,-0.973257608
217,-0.850819622,-1.077583248,-0.299653064,,,0.051698321428614635,0.4810286647636553,0.5077284516382525,,-0.373408937,-3.226821242
218,2.1211434026336673,0.23443111648209775,-1.862484753,-1.002375746,,0.017334629,-0.121805224,,2.010926112400514,0.5489828740769108,2.6985259815701945
219,0.7260983614463344,-0.931073488,-0.999144891,0.036805499,,-1.856311567,-0.180307023,0.014072082873504806,-0.215149166,,0.4219674622453288
220,-0.539535182,-0.176859194,,0.604791583,,-0.294347724,,,,-0.434200433,1.3456961154753193
221,,,,1.7783209067198225,-0.866416139,0.013898209,,-0.098073569,-0.64926292,,1.287665793973206
222,0.092679446,-0.76835566,,-0.794043542,,,0.15092152680649595,0.579281971,2.1858637664176253,0.2772895312108468,-1.234167736
223,,-1.077561329,,1.5828294467733337,,-1.043944071,-0.039098921,-0.090192413,-0.902506506,-0.304973219,-0.104422031
224,1.2293757176501043,-0.805993609,-1.393672484,0.9425936208997923,0.4922969119380367,-0.620518621,,-0.744623356,-0.054704437,1.165672089883819,0.49857911321836856
225,-1.036581975,,0.67514466,,,-1.182450572,0.3319954934569346,0.24668314961074406,1.084586391463845,0.5509243808935403,-0.644134047
226,-2.377290492,-0.784779247,,-0.194979886,0.47761072975677044,0.7893665556697054,,-0.214274943,-1.846337011,-0.455481249,-2.742788054
227,0.4163681481389552,-1.090447253,0.6312747301215763,,0.12686697629584257,-3.063779866,-1.278088363,1.8861891585560817,-0.546537793,-1.984143223,-1.388802179
228,1.2352473883102724,,1.1049404889577255,,0.4585591362121688,0.3630092477145166,0.697488312,,0.9710063359591881,-1.580339318,-0.393818104
229,,,1.202700806536146,-0.426604983,1.1649444451881277,,2.572517437,-0.750001736,-0.507400576,,1.2803101019635283
230,,-0.89002075,-2.762675506,-0.434699474,,,1.9353811835291097,0.013375812715862578,1.2910290551841355,0.26142041272996835,0.4478820161486621
231,,0.27924155393356226,1.3687846319035628,0.05593935,0.4961207080887857,0.3663329336500437,-0.288285458,,2.234386246197682,-0.270396942,1.0453759709117583
232,,1.2577789508694428,,0.011716417719365251,,0.5167028186484662,,1.469937230941231,,0.99967402,1.8616517222081768
233,-0.902111138,-1.552507473,0.2607543841411672,-0.03360344,-0.491540826,,2.767435892,0.8345255473690577,1.049498605863319,,-0.665555721
234,,-0.190071673,-2.054761308,-0.188586133,0.8117357099965018,,-0.17636595,-0.691769743,1.5020292518431304,0.7494570154065637,1.6512181531964887
235,,0.6216013131209713,,0.1975562825275035,-1.185184581,-2.186441979,0.15008113034502407,,,1.5713358160823676,0.1478497893430364
236,1.5699984849989468,-0.998023593,-0.352265035,,,1.480099203713916,1.1193971619983802,-0.387787956,-0.883199631,0.7889078833832395,1.266294773397572
237,-1.100661264,-0.238436351,,1.592912089122808,-0.354697303,-2.439249639,,-0.699021853,,,-0.012806552
238,,,-1.532864878,-0.517014225,,-0.614084775,,0.6685553432567358,1.123094630441539,-0.044995208,0.651356845
239,-1.960845598,0.7059697466988162,-1.659887881,,-0.887463825,-1.159839286,-0.441910017,-0.183297556,-0.64420825,0.5887032782151507,-0.859615382
240,-0.446069378,,,-0.697557207,-0.865939884,,0.2907331778668224,-0.354587547,,,-0.418520184
241,,,-1.702778612,-1.4413508,,,,-0.632085823,0.6162353965533128,,-0.315548993
242,-1.861193685,-0.280733401,,-0.435730088,0.10093679173515462,1.133789272564012,2.106884733278146,,-0.016836724,1.8220552213428425,-2.120287696
243,-1.522199275,1.0275810705538218,,0.10247236710315673,,-0.958011601,-0.983101928,0.2764143642537545,0.9955393281626821,-0.129736203,-1.059746742
244,,,-0.971618773,0.739692508,0.819343097,2.603626299,-0.376104191,-0.458081802,0.7689658715737455,0.8191041689121383,1.5236585078910987
245,-0.535087153,-0.403162677,,-0.827584241,-0.410533988,,0.9959386848222581,-0.604598616,-1.842384462,,-3.08384222
246,,-1.313167718,-0.154610759,,-0.70275496,-0.774085885,,,0.6619475894305167,0.016129415276003874,-1.885458621
247,-0.461026281,-0.433232657,,0.5841690733522902,,0.036480756,-2.031619569,0.21171378417059702,,-0.280068627,-0.757138985
248,1.8165269961401054,-0.881238447,0.21744041530326128,-0.035824747,-0.100297667,,,0.8479587434636998,1.3777362362747443,,0.004406631
249,0.8153160721716332,,0.765955453,-0.761991524,,,-0.122083888,-2.192543491,-0.548072933,,1.136199815625707
250,0.5530767870252449,,1.008668355954839,0.484453439,1.2177251874511363,,,0.35879608390625434,0.9052594014939547,,-0.046966606
251,-0.601460812,1.7067676404189733,0.21620467632268803,0.804880566,0.12374001441139017,-0.586515651,0.010982892582401323,1.4359940177677142,0.555240074,-1.71147316,-0.105109641
252,,1.782293792704712,-0.213796862,-1.800478692,1.8930488854225436,0.6823925098127926,-0.070012859,,1.0823519297917354,-0.5419834,2.5246843475302443
253,,0.542195286,,0.14551480533559535,,,-0.865342832,-1.621925127,,0.6312383280671477,2.429327716917172
254,0.4802411525117667,0.4077283696180388,-0.320540378,0.7874827043855253,,-0.487113561,,2.020639698775832,,,1.2585922764659023
255,-1.679110428,-0.108233338,-0.433627485,-2.085028297,0.38903759,-0.380038062,-2.099206343,0.8395680907742521,,,-1.352450162
256,0.35895644065147114,0.046058139,,,1.133568702875625,-0.941537602,,0.4395161442914286,,0.4693606596207741,0.21730548749468623
257,,,1.4734130814417563,,,0.3812713900809755,-0.815826648,-0.963775187,1.2663045571693656,1.3723423428665182,4.592337174249886
258,-0.991106316,,-0.086959976,0.33980857449043056,0.4602186394350634,0.9943504681243184,0.082718202,1.410161995301936,0.30941283975992473,0.6241842724695326,0.2950607181298208
259,,2.158659010704834,0.4698249232049664,0.7129974253450992,,-0.822702023,1.2378836879187305,0.2868911182926047,,1.038289928983819,-0.503483
260,,1.411316985876712,-0.087835679,,1.1789545785916484,,-0.992846808,,0.8271727996212221,,-1.23822659
261,-1.6680346,0.8237209270437923,-0.602978313,,-1.856810402,-0.678979314,-0.007567297,0.9303778576228922,,1.6573761202324966,-0.689336134
262,,,,0.21146015236391716,,,,,-0.816793179,,-1.081971055
263,0.090156828,-0.986240111,-0.055685053,0.00532286,1.1402094789367356,1.207425028311201,-0.329209398,-0.213953144,0.6642923020556356,-0.585188449,-1.831901395
264,0.5886401517374027,,,-0.956836713,1.447058696031102,-0.156421479,1.640354093898311,-0.513636261,0.2912052011314934,2.3926767230182415,0.9732730737643772
265,,-1.8978145,1.2865901312872332,-0.826809105,-0.020706364,,0.2681627809553161,,,0.4498153265565342,-2.275321155
266,-1.008308886,,,-1.428815434,-0.422560983,,-0.399548942,,-0.019901671,,-0.827685976
267,0.6910625658668772,1.4359781248017758,-0.464380392,,-0.239617155,,,0.5086595430180988,-1.773414539,0.4539956314469589,1.8507918428486718
268,1.2328637433090093,,0.9956348061178324,,,,-1.756476721,,1.286842262645503,-1.909762906,0.5138016367661188
269,-1.279496796,,-0.06331986,,1.3991363816960873,0.9543483290916974,0.49527294606859795,0.14563031434388482,,-0.861982355,-1.162668154
270,,-1.112044254,,,0.2108646020880872,,0.4003099083096733,-2.86151837,0.30225821848546125,,-0.196716856
271,,,,-1.140206857,,0.067555484,,,1.0393690449185533,-1.086034553,-0.13024373
272,0.17570045616484992,1.289929698618241,-1.734611497,0.17964668078005355,-0.585378502,-0.370710384,-0.904807503,-0.169550716,1.8412556144269043,-1.264430361,0.28839389885259237
273,,,1.727418286628101,-0.462339706,-0.02563906,-0.402782941,-0.944422878,,2.458243606,1.392070920974255,-0.68960286
274,,0.6475741030616857,-0.831522773,-1.776367639,,,1.0460522510478993,,-0.166775734,0.7497655536581233,-0.809723154
275,0.3914960373481072,-0.393637471,-1.61907182,,1.0790096392361133,-1.197588289,0.638759382,0.33154169513369264,0.7501482632323336,0.8719754997190072,1.567120482263837
276,,-1.6169594,-0.533519526,0.8891273175270074,,-0.694043324,,1.752647554550939,,0.7698959812747644,0.28053992817903395
277,0.9677253867794737,0.5767083615434017,,-0.163764104,-0.427564365,2.634740754,0.5559120312994426,-0.463800441,,-1.010868918,0.5173604306967259
278,1.504506718589227,-0.661069096,0.5010854326224657,1.0659776297431345,0.3847685442049928,,0.010802084856015158,,-0.576698489,,-1.747023144
279,1.479590373650935,-0.108536633,,-0.516297597,1.100370680697223,0.6756066331644784,0.5603291782322569,-0.257521199,,,2.4698316005796297
280,,0.9698044873917454,0.8742776789190644,-0.981909846,-0.855526453,,1.7261323746695099,-1.915565164,0.27833293957050426,-1.376043332,-0.116683685
281,-0.634330994,,,-0.53379594,,-0.535255567,-1.462457385,0.7798696125227764,0.7528721671488805,0.84317431,-1.682731616
282,-1.540734496,0.29891815258415083,0.6759788558069234,-1.031202068,0.009173248,-0.116266645,,1.924496037012573,-1.664356393,2.4939270057279894,-1.979993526
283,-0.915225721,,,,0.493267794,-0.107533744,0.5543300046323907,0.2306723023806257,,,-0.839702895
284,-0.167874069,1.0960642330571804,0.5803959648586033,0.7318133943208879,,-1.045262781,,-0.620821386,0.7861992686529143,0.9759840502940518,1.6773511377960189
285,-0.15513029,1.4309190188243524,1.3684693937651298,0.24339891640053923,-0.821891772,1.5753766494355401,,,-0.339605026,-0.889790326,0.7202404591972903
286,,0.6328683235572881,,,-1.086073583,-1.257382475,0.5101387156134412,1.5293134789672953,0.064589657,0.5722424201872743,0.1313933615714875
287,,,-1.073615729,,0.11698023402388695,,-1.322195966,-0.537193794,-0.831285836,0.3964085022070677,-1.688083071
288,0.305580192,0.8937987459354568,,,-0.0019184,0.3034669008166697,,0.1416566973910257,,-0.332442534,0.443248841
289,,0.4216168299098296,,,-0.662244819,,0.9788413412371997,0.07861767,-0.86280002,,-0.997107187
290,-0.56044881,,1.021222289219133,,-0.40889909,0.04118002,,0.020037290866311695,,0.5438770041121802,-0.702090373
291,-0.484989724,1.8879239715294662,,-2.235035498,0.357364972,1.9445977922602284,,,-1.019760185,0.9121523959767788,1.2793978908357175
292,,0.2242893994169245,-1.272952429,-0.644455765,-0.676246697,0.8985552801426162,,0.2768197293308208,,-0.311639434,0.38694284567261983
293,-0.746116483,0.869675757,1.1781848528171845,1.056385586030883,-0.755219419,-2.739533122,,1.4216269780822084,,,-0.572817116
294,1.642660293436234,1.2651599454883269,,-0.293403091,-0.132101213,,,0.4224674242372267,,1.1692701090701714,2.4504461225848697
295,,,-0.294568755,,-2.128169542,,0.5312232285925814,0.11379956534029644,,,-0.208204646
296,-1.269089615,,0.3044355228138156,-0.736273117,0.028326745082940964,-1.599949334,1.4099062172750279,,2.031400164778503,-0.032474324,-1.666771318
297,1.0280535653991831,-0.053302869,-0.030743832,,,0.31799869441404743,,-0.125044416,-0.610098866,2.2996640696148387,-0.133537903
298,-0.08973077,,-0.195622331,0.25928764153490796,-1.321364072,,0.21053467078924676,1.5860038309598667,,1.3837203611929991,-0.123385761
299,0.6407291102029202,1.6274013394646858,,2.390222710651804,,-0.766461834,,2.3310246715580702,,-0.334120733,1.2133943373872778
300,1.249022696873495,,,-1.547832833,-0.265360108,-0.462521384,-1.973682676,1.060327204779694,-0.270396556,0.7396312049865622,2.255075928652687
301,2.3597719343296117,-0.353243692,-0.421152983,0.11866416972399602,0.9872473529834096,,-0.630961597,,,-2.044728263,3.4421275839879093
302,,1.5012358638272103,0.4019282830788125,-0.762195931,-0.170409657,0.013236672801670204,0.7357333602801638,,-0.840949139,0.27295575486338886,-1.830821076
303,,0.5718591826367099,-1.229507397,0.3571286762713211,1.0915836193774722,0.4868185471492834,0.13911173976159188,-0.095883603,,-0.071998592,-0.411250003
304,1.259705852880406,,-0.889803989,-0.492247089,0.20085029727593015,-0.373513997,0.4853032830631407,0.5228437607490304,0.8889831804046482,,0.8423291025170916
305,0.9958587243723608,-0.934239064,-0.903534447,-0.075771476,-0.451175357,,,-0.474512934,-0.67184774,-0.315789486,1.3234562246050245
306,1.178450850318331,,,,-0.290065774,0.004132883,0.256491978,,2.0767113258590237,-0.845320465,0.7499593355544506
307,0.8590460581777356,0.20775059761412384,-1.571097743,,1.2676235608039048,-0.857176404,,-1.725354262,-1.25880646,1.0480295776172526,0.5331890220373257
308,-0.466416506,-1.108802975,0.22946036445842968,-0.522412431,,,-1.161733359,-0.905365213,0.15407999214886864,0.9694097907482053,-2.432810571
309,1.2381603014898497,-0.66506172,0.9373769669196479,-0.784142293,1.826209347,-1.133771025,1.328478810791731,-0.656486107,2.0132464547946003,0.5913207288524843,1.3890367572822973
310,-1.016016529,-0.52223848,,1.0526444176155614,-0.070715592,0.044658280963466405,,0.13179842701081995,-1.293504859,,-1.438534844
311,0.23511994315166507,1.2154824164976936,1.6159824241620477,,,0.748813886,-0.66675085,-0.15323096,-0.824130721,-1.248742611,0.18881611642091545
312,0.33354901163620493,,0.6876524845090128,,0.24264427132386202,,-0.042683096,0.4128913952224006,-0.726144403,0.3697059256391301,0.16679244044648017
313,0.6684176852860094,-0.669681428,0.051832099,-0.62360251,-0.526506697,-1.124929355,1.2657749251665555,1.0656851747200478,0.5374338542273371,,1.460572473181171
314,,3.0317624151106344,-0.227529415,,-0.397777914,,0.8356149278862445,-0.113916393,,,0.3217486026670824
315,0.2704853861101991,-0.908997695,0.4184990745503845,-0.134027221,-0.608239729,,2.671763379756685,-0.26347725,-1.456985421,,-1.025673092
316,,0.546667033,0.5547965217253135,,,,,,-0.917708975,-1.188388855,1.4740181242976498
317,1.0642094888580087,,0.9766653699781299,,0.7768076988651466,-1.761289405,0.8630875180453551,0.1771198300050302,,,1.484290167
318,-0.987055155,-1.498039775,,,0.6900914151753954,,-0.981099367,,-0.35730506,-1.362050831,-1.066320946
319,-1.422051766,,0.086253836,-1.18059434,,1.0585528161418154,,,,,-1.431217504
320,-0.573669691,,,,,-0.342844653,0.47969053059753036,0.3204495138460378,1.020882821002474,-0.548345538,-0.027256336
321,0.041206066781619685,-0.06151568,0.7041481416397848,-1.025179194,1.016977048237856,,-1.316925074,,,,-0.337850892
322,,0.085371382,-1.66150492,-1.844120451,,-0.591978808,-0.914576278,-0.062746684,0.6155852878612882,,2.3012284805115817
323,-0.44887762,1.5098706831203152,-1.07528838,0.8697611871649563,-0.484730762,0.5457937598499527,,,0.9091596022138765,-1.151593533,1.4683942890909278
324,1.1136597067412988,-0.852693115,0.2595417655715384,,0.48512255886958094,,-0.843809979,,0.8723486799617686,,1.7715014964399856
325,1.1493768409578178,,-1.405164361,0.9661296810041061,,0.3420034574210212,-0.647459428,,,,-0.05846126
326,0.10744870269731638,-1.092182327,0.33051952858759515,1.6119104774674902,,0.3951428190317255,,,-0.313042286,-0.818497602,0.8662685569981663
327,,-0.326243682,-0.177477487,-0.377192875,,-1.13198644,0.9610934861202163,,-0.76631535,,0.560393375
328,,0.768603765,-0.557170527,1.304513697115551,-0.740515821,1.0090998037340055,,,-0.406133645,,1.3728942124949155
329,-0.217143613,0.27734417972021486,,0.5539535059953238,-0.582993884,0.6203723939313579,0.44222206203659953,-0.060923055,,0.15154079576526616,-0.24779922
330,,2.0617991527316084,0.939420422,0.9759899498158413,,0.5159584767678441,0.4846435113117023,0.7040150743216541,-1.008965978,-0.443901636,2.4122817546482356
331,-0.506169267,0.6476139772195617,-0.174174562,0.1382234254743028,1.0874546201484645,,,-0.669995097,,0.7738911809098658,0.3581019059455094
332,-1.606256818,-0.313153939,,0.7788297171210313,0.9101014949397712,,0.585247531,,,-0.261264391,-2.0182202
333,,-0.03467925,-1.885572904,,0.056205653,-0.281369992,-0.246823796,,-1.078957187,-1.628042214,0.8393174285087881
334,-0.348169791,0.7641144055017897,1.6875530394866385,0.782128239,,-0.232367239,0.2566343810815294,,0.539304553,-0.917048946,0.17374799267365493
335,0.064943088,0.42032283,0.8256709533036595,,,-2.70381768,,,-1.019584508,0.1656121502326517,-0.297866963
336,-0.055945432,-2.259213878,0.21550796930175647,,0.48568895919051513,,0.030006539,-0.283163329,,0.12469727765134685,-1.893587654
337,-0.255164175,-1.536272314,-1.477207963,-0.583886939,-0.008279884,-0.608247947,,,-0.965012725,-0.278096293,-0.613065488
338,,,1.8783791319931293,-0.66890934,-0.073478662,0.4261239468194264,-0.023422959,-0.500618146,-1.549257176,-0.510834559,0.30578445991324293
339,-1.073702413,-1.726606681,-0.795678842,-1.047091721,,0.6010918374142937,-0.90387929,-0.260228631,-1.858242662,-0.49433995,-3.312510907
340,,0.8249378896141027,,1.0518548605275198,-1.515691922,-1.247627799,,,0.4934319881836954,-0.040342387,1.658612339
341,-2.195183747,-2.022447056,0.12940953689586895,-0.35806267,-1.105835182,,,,0.13660228301270078,,-3.686682303
342,0.00799403,,1.0643121862471823,-0.97844088,,,,0.5250959739725976,1.8771364753316424,0.7925074116726066,1.5424461801339397
343,,,,0.10715507283932346,-1.279253972,0.5262020181238957,,0.10016963799347375,,1.9250128017358519,-2.306310772
344,,0.046513170214741384,0.063977711,-0.373442966,1.1060062915027862,,-0.421337275,,-0.538299095,-0.037755034,1.8248082888629489
345,-1.581310782,0.7041903451231669,,,1.461799167547305,-0.846102136,0.2363242820282007,-0.943159924,-0.227765546,0.7722114773525048,-1.929193293
346,0.10182061310329862,-1.412641023,-1.315029106,-1.381163931,0.4914525899395903,,1.3624582440002129,-1.895985199,1.421075938069784,,-1.579922419
347,,,,0.5504335109347853,,,-2.137500596,-0.222822176,,,-2.183691471
348,,0.8893462537723492,,1.3100396928669502,0.8743424284463873,1.0813747939371465,0.7329085574375346,0.26552864911647195,,-0.237259719,1.7163031859612103
349,,-0.955311509,-0.282014482,,,-0.041797228,,1.0793156564321207,,0.5946902113701839,-1.546653877
350,-0.243528042,,0.6358433382659322,-1.190483755,,1.6481121618238797,-0.181231035,0.44771503009506813,0.5458788377391453,-1.036622899,-0.374168133
351,,,-0.625624106,,0.35675629,,,-0.060092248,0.012578502351833248,,-2.014838037
352,-0.727367741,0.040336405554690695,-0.312268195,-1.585603375,,1.5682064470638322,0.38472331458523407,-1.323588301,,-0.1121639,-2.428562084
353,1.5611865331764823,,1.306999553404016,0.3519307708186574,0.47125045784589364,,0.9375229217497576,-0.334932037,0.8630924536109083,,0.9313443216555706
354,,0.3520029539376315,,,-0.266397075,-0.649059753,1.6054833827939645,1.0489528663614422,,,-0.28063716
355,-0.742678855,-1.184684644,,,0.9268559135765412,-0.252722313,-0.211546603,,0.5811988119942524,-0.826343177,-1.559071883
356,,0.1133705380252234,-1.256054793,-0.169874484,,1.6765947982456966,0.7173484576086773,-1.190343488,0.4906069024558882,0.8508609038591928,-1.497772923
357,,,,-0.072412339,-0.608367496,-1.897935519,0.33964176671335083,0.18605284365218855,0.5575758428248162,-1.337543693,1.0265035326161478
358,,2.054545094620777,0.078450131,,,2.032337024710338,,0.20320693339390494,-0.799657422,-0.547004721,2.7000190117725564
359,-0.049590308,1.3473232416135588,1.8009906006887368,0.4481421446267063,-0.376594723,2.4927388666385184,,-0.571135914,-1.774943045,1.3960915692447435,2.2469125602890356
360,,2.417805536116446,-1.389523352,1.4581708074791095,,0.8061002168001363,,1.4680818226652972,0.7865167513318304,-0.038910035,0.2827022125123779
361,0.6451126876611214,-0.765495301,-0.579440086,-0.463444614,-1.852727862,0.8617584942033671,1.1915936141825663,,0.3482030159448188,-0.265540475,-0.539027722
362,0.3282739620810305,-0.627577241,-0.883425156,1.0520748860237426,-0.063870585,2.0221089508534758,0.046309964794139964,-0.92607804,,0.6308001641460198,-0.839748519
363,0.7268728636964236,1.1906006788679186,,-0.127253309,,,-0.26359015,,,-1.346061328,1.467894630656033
364,,1.6647760587482714,-0.09031901,,-0.273991765,-1.477307754,1.4230951495116198,,,,-1.94322385
365,,0.2566944990430854,0.853232663,0.7190930460883368,0.6232910662519707,0.3479344771827106,,1.9154346915728602,-0.906936985,,3.2401424728166637
366,0.014885875,0.4024407533435215,,0.31474630558958777,-0.168842585,-1.581952517,0.009552286,-1.100565333,-1.734385762,0.13687332068938496,0.259628724
367,0.48788334201956646,,0.5671707070196942,-1.932589021,-1.361016928,,-1.04720876,,-0.686937622,0.079672739,0.6280860737726429
368,-0.633254202,0.5615411546196448,0.13677411731669906,-0.448289774,,,-1.212718799,0.4274810421208385,2.626484909,1.350170051262012,1.2402301088190057
369,0.7183478868941628,-0.085607298,-1.938752627,,1.2827928561027135,,-0.699252098,,-1.062046259,,0.6594966139402408
370,-0.050474073,-0.891529455,-0.74101858,,0.5223602138344686,,-0.178571968,0.5969458973088833,-0.142039608,-0.278253768,-0.095935394
371,,0.668197844,-0.1470735,0.080607776,,,,0.4449420625446217,0.4552984384165761,0.28085434872552223,0.053751004056937224
372,,0.6964118908227692,,0.9112280051906476,-0.100777916,,0.22846068173232117,,,0.2470067074841741,-0.976092844
373,-0.73575199,,2.845294394907639,,0.070994715,-0.446205264,-0.488019902,1.5444494781186728,-0.672971018,-0.474080473,-0.995438203
374,-1.587492824,-0.757611725,-1.708399893,0.6318046992119288,2.7996972218373095,-0.366678794,-1.666757933,0.8999996644297332,-0.726924959,1.2993469305535403,0.2206771529423992
375,-0.282029048,,,0.7577767609361872,-0.227420631,-0.496724703,-0.198831603,-1.271855185,0.39703160229398016,,0.035084056
376,-0.444121454,0.7593852088307432,,0.5903205729863903,,1.1697461809855167,,0.44614100424767456,0.927545777,,0.21010598716090623
377,-0.439463513,-1.343898912,0.42036212584262383,,1.0904719911385654,,-0.906431059,0.45990026630777037,-0.071166989,,-2.087786359
378,0.37510816375419076,-1.852422915,,1.3516813728601071,1.8248790178071153,-1.215656368,-0.329391537,0.042622523,1.781226927581568,-0.492868948,0.36014750724355926
379,-0.476884023,1.5487255584628619,,0.7222017089664575,,-0.171232744,-1.659596838,,,-0.049905391,-1.060214518
380,,-0.748749624,-0.220656073,0.30111316710069364,0.9829162064617618,-2.625146684,-0.831761174,,-0.098863116,0.403376243,-2.260537002
381,0.26754028612655384,-0.304867863,-0.526853196,-0.24550149,1.1487423498227427,-0.732007933,-0.062806723,0.18334221399842102,,-0.300308258,-0.443780768
382,0.9588066560109609,,,-0.210718979,,-0.255823134,0.8542398605768328,,,-1.12522351,3.52928727
383,-0.967490077,2.143446825,-0.177825725,,1.4310991655892973,0.2818085486835521,,-0.138047075,,-0.169586372,2.002127567405867
384,,-0.087927409,0.29603307704261733,1.8504632338437539,,-2.334177042,,,0.8663662349850397,,-1.877938803
385,0.5911065144305567,,-1.35380752,,0.091526439,-1.872155502,-1.149159291,0.010335563182354726,-0.408173176,0.39481127114609077,-0.454099216
386,,0.7141137485533007,-1.183759097,1.642734302,-1.715758284,-1.09255427,,1.6642332514976381,,0.5628579201823911,-2.497973494
387,0.017536902,,,-1.21190972,-1.278709968,0.40174891931974643,-1.123177982,,-1.301822752,0.29638302011675466,-0.4176316
388,-0.488682569,1.4066155336506445,0.32371889557906497,1.2357828929941415,,0.056143340244167284,-0.981087158,,,,0.37663794985047916
389,-1.215502859,,-2.339748116,-1.056346464,0.6274938966718445,-1.598498532,,1.790898571232915,-0.63649605,,-1.132705266
390,0.6423171465004947,0.6625261297812802,,-0.23105968,-1.61822727,2.4463178589103234,-1.594875264,-1.047840219,-1.040600855,-1.496660477,1.8842877247162986
391,1.3525939097565454,,,-1.320423147,-2.236925499,-0.244108719,,-0.651296126,0.2213752539762284,0.3951731428154863,2.3663959426336603
392,0.32308325793790066,-0.316124872,-1.10162183,0.6658330978067158,0.012513759421530454,0.8883575248346502,0.7900755494722314,,-1.434222207,-0.755540719,0.7210486967132415
393,,0.7552517759761007,,,,,,0.4697273397350485,0.068100963,1.4804530339306854,-1.379278388
394,0.11518088315279006,-0.304340605,,,1.2370505418424689,-0.050587401,1.3079156237798386,-1.970015032,-0.055453375,-0.040094912,0.5000531140545149
395,,,-0.066192633,-0.407730772,0.025962113,-2.002813739,-0.759867925,0.9832399694454041,-0.628945355,-0.828875163,-0.042295932
396,1.3095256365144003,1.340254400951829,0.5169904721611418,,-0.239471065,,-0.994773119,,-0.618054407,-1.034720991,2.439111352957253
397,,0.21940266975390574,0.23459558089343707,1.7007927584283167,-0.668338368,0.29610058962327057,0.31271257927480167,-0.253837561,,,-1.075502458
398,0.32741109519753997,,,,-0.805917779,-0.622007524,,0.43992396668766426,,-0.908062432,0.26839486836870646
399,0.28344143574463715,-1.03411114,-0.304922171,-0.690329579,0.6018956486064415,,1.0116604137066467,-0.245720774,-0.64960371,,0.5609255841391365
400,0.2532045102953498,0.8952184022261802,0.2733212565368742,2.238831666414424,1.4297874524704182,-0.307527765,,,-0.83801918,1.1662883065324867,-0.86958536
401,0.3616005218435837,0.2564589108585328,0.6869536677708163,1.722829883369059,0.17095535218750518,,,0.9675504159911353,-0.32097984,0.005186449,-0.575086241
402,,0.36181294460498287,-1.356599851,-1.542484608,-0.887390022,-0.964738443,-0.643824014,0.6347106420900043,-0.168929156,,0.10622771468825576
403,-1.22430341,,0.5872576617448404,,-0.724573828,0.1616623863795536,,-0.017597929,,-0.173762389,-2.898387899
404,0.092177108,-0.151168381,-0.031354701,-1.443446797,-0.962630475,,,-0.566189275,-0.177013586,0.061014855,-0.390271597
405,0.8894134565245253,,0.3991032052982532,,0.5720957235984819,0.3757302976123567,0.8658170031798195,,0.5887356228811461,-0.098417409,0.4651772938339496
406,0.24493922704446816,1.0635089284515264,-0.652074569,-0.628407779,0.18143139795036198,0.41527969026545347,-0.824106499,-0.074762563,-0.093998774,-2.215280116,2.0863774779369253
407,-0.219593989,-0.157317833,-0.160292943,,,-0.824622571,-2.612195798,-0.480916666,-0.395643554,-0.509977176,-0.155719203
408,1.107677339,0.8606175223369632,0.077856724,,,-0.01975786,-0.818270039,-1.716248677,,0.7546436171726086,2.567415677
409,2.2765386895430897,,-0.765355515,-1.184965208,0.5519548963055988,-1.764616052,0.5503451014048882,0.8177116062629123,,-0.219661672,2.609018581447546
410,0.5649406535468146,0.17093837112829996,-0.778123842,,,0.7757523004499094,-2.418614283,1.276470882780929,1.4687637446545818,,0.11474256787889914
411,0.5587710347377585,,,0.5471223054393403,-0.80863047,,,,-0.706375502,-0.733576344,0.9717454332880521
412,-0.645596602,0.7326395664654908,,0.3567126390359526,0.7468468106342946,,,-0.304310169,,,0.4501495147072462
413,,,0.3497718177150592,-0.071316067,-1.052783063,-0.609103144,1.382872239040734,0.20165754263448052,-1.009150341,0.30532828734869183,1.827318450573351
414,,,0.2851238413422724,,,-1.841036167,,,,-1.733301045,1.4485991065931123
415,,,0.37606959632077114,-0.83885611,-0.685242807,-0.559700271,0.36119788405399617,1.3381961329386531,1.052423012799171,0.45601218210912847,-1.316169588
416,-1.33164476,-1.327932514,0.5332520212137634,-1.345471098,,0.304150446,-1.137593995,,-0.094121065,0.5036502875240538,-3.713413274
